ID,Titre,Créateur,Type,Médium,Année,Année (numérique),Commentaire,Lien,Catégorie 1,Catégorie 2,Catégorie 3,Mots-clés,Émotion 1,Émotion 2,Émotion 3,Émotions,Durée / Dimension
PT-0275,,,Music,,2002,20.0,"Regret et souhait de «revenir au début» («go back to the start»). Le texte ou le récit imagine un changement d'axe temporel (retour, arrêt ou accélération), plaçant explicitement le temps au cœur de l'action. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,manipulations du temps,expérience du temps,,"compte à rebours, mémoire, illusion",nostalgie,tristesse,fascination,"nostalgie, tristesse, fascination",
PT-0276,,,Music,,1970,19.0,"L’effacement des sentiments «avec le temps»—désillusion et mémoire qui s’éteint. Réflexion explicite sur la fuite, l'irréversibilité ou la finitude. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,temps vécu,nature du temps,"fuite, souvenir, mémoire",nostalgie,tristesse,fascination,"nostalgie, tristesse, fascination",
PT-0277,,,Music,,1964,19.0,"Regret du temps perdu et de la jeunesse gaspillée. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps et identité,,"mémoire, vie, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0278,,,Music,,1942,19.0,"Mélancolie du souvenir amoureux : que subsiste-t-il après le passage du temps ? Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Le rêve ou l'imaginaire modulent la perception du temps.",,temps vécu,temps et rêve,,"amour, souvenir, vie",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0279,,,Music,,1961,19.0,"Satire : l’âge ne corrige pas la bêtise—le temps n’y change rien. Réflexion explicite sur la fuite, l'irréversibilité ou la finitude.",,nature du temps,temps et identité,,"fuite, souvenir, vie",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0280,,,Music,,1935,19.0,"Symbole de saison perdue et de mémoire historique (Commune de Paris). Une temporalité sacrée/rituelle organise le sens (éternité, destin, 'saison' biblique). Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps et identité,temps et sacré,"éternité, vie, rituel",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0281,,,Music,,1973,19.0,"Rupture, souvenirs et usure du sentiment dans le temps. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,temps et identité,,"mémoire, vie, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0282,,,Music,,1976,19.0,"Thème explicite de la vitesse du temps vécu. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,,,"mémoire, vie, attente",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0283,,,Music,,1992,19.0,"Souvenir amoureux idéalisé («do you remember the time») — mémoire/nostalgie. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Le rêve ou l'imaginaire modulent la perception du temps.",,temps et rêve,expérience du temps,,"amour, souvenir, mémoire",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0284,,,Music,,1969,19.0,"Projection de l’humanité à travers des millénaires (2525, 3535, etc.). La dimension spatio‑temporelle (cosmique/voyage) sert de métaphore centrale pour la distance ou la relativité du vécu. La progression des âges et des générations structure la narration (cycle de vie). Réflexion explicite sur la fuite, l'irréversibilité ou la finitude.",,temps cosmique,temps biologique,nature du temps,"science, cycle de vie, génération",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0285,,,Music,,1986,19.0,"Mise en garde contre la nostalgie stérile—«don’t waste your time». Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps et identité,,"mémoire, perte, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0286,,,Music,,1975,19.0,"Danse fictionnelle qui «déforme» le temps («let’s do the time warp again»). Le texte ou le récit imagine un changement d'axe temporel (retour, arrêt ou accélération), plaçant explicitement le temps au cœur de l'action. Le rêve ou l'imaginaire modulent la perception du temps.",,manipulations du temps,temps et rêve,,"compte à rebours, illusion, rêve",fascination,surprise,excitation,"fascination, surprise, excitation",
PT-0287,,,Music,,2002,20.0,"Motif d’horloge et lyrisme du temps qui cours/culpabilité. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,expérience du temps,,"horloge, mémoire, comptage",nostalgie,tristesse,vigilance,"nostalgie, tristesse, vigilance",
PT-0288,,,Music,,2019,20.0,"Promesse que «ça prend du temps» pour changer et aimer mieux. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,temps et identité,,"amour, souvenir, vie",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0289,,,Music,,2011,20.0,"Hyperbole du temps amoureux («for a thousand years»)—durée quasi sacrée. Une temporalité sacrée/rituelle organise le sens (éternité, destin, 'saison' biblique). Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,temps et sacré,représentation du temps,,"éternité, vie, rituel",sérénité,admiration,tension,"sérénité, admiration, tension",
PT-0290,,,Music,,1965,19.0,Affirmation d’une identité liée à l’âge/génération («hope I die before I get old»). La progression des âges et des générations structure la narration (cycle de vie).,,temps et identité,temps biologique,,"cycle de vie, génération, vie",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0291,,,Music,,1969,19.0,"Temporalité suspendue et isolement spatial (compte à rebours, dilatation narrative). La dimension spatio‑temporelle (cosmique/voyage) sert de métaphore centrale pour la distance ou la relativité du vécu. Le rêve ou l'imaginaire modulent la perception du temps.",,temps et espace,temps et rêve,,"compte à rebours, quantique, science",admiration,fascination,surprise,"admiration, fascination, surprise",
PT-0292,,,Music,,1965,19.0,"Contraste passé/présent—regret et irréversibilité du temps. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps et identité,,"souvenir, mémoire, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0293,,,Music,,1997,19.0,"Prière adressée à l’horloge pour ‘arrêter’ le temps d’une nuit d’amour. Le texte ou le récit imagine un changement d'axe temporel (retour, arrêt ou accélération), plaçant explicitement le temps au cœur de l'action. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,manipulations du temps,expérience du temps,"horloge, amour, souvenir",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0294,,,Music,,1934,19.0,"Tango sur le retour après de longues années : mémoire et nostalgie («veinte años…»). Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,temps vécu,temps et identité,représentation du temps,"souvenir, mémoire, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0295,,,Music,,1988,19.0,"Manifeste où la vie et la société changent mais «le temps ne s’arrête pas». Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps vécu,temps et identité,"fuite, mémoire, attente",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0296,,,Music,,1986,19.0,"Refrain insistant sur le temps comme ressource vécue en commun. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,temps vécu,,"mémoire, perte, attente",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0297,,,Music,,1980,19.0,"Vie qui avance, adolescence qui s’éloigne : «le temps s’en va». La progression des âges et des générations structure la narration (cycle de vie). Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps biologique,temps vécu,,"cycle de vie, génération, mémoire",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0298,,,Music,,2022,20.0,"Méditation sur la finitude : demande que le temps s’arrête, conscience de la mort. Réflexion explicite sur la fuite, l'irréversibilité ou la finitude. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,nature du temps,temps vécu,,"fuite, mort, mémoire",nostalgie,tristesse,fascination,"nostalgie, tristesse, fascination",
PT-0299,,,Music,,2014,20.0,"Ballade proverbiale en Chine sur le temps qui file et la parentalité. La progression des âges et des générations structure la narration (cycle de vie). Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps biologique,,"cycle de vie, génération, souvenir",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0300,,,Music,,2012,20.0,"Désir explicite de remonter le temps pour retrouver l’être aimé. Le texte ou le récit imagine un changement d'axe temporel (retour, arrêt ou accélération), plaçant explicitement le temps au cœur de l'action. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,manipulations du temps,expérience du temps,,"compte à rebours, mémoire, illusion",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0301,,,Music,,1975,19.0,"Standard japonais dont le refrain répète ‘au fil du temps qui passe’. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps vécu,,"mémoire, vie, attente",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0302,,,Music,,1975,19.0,"Hymne à ‘l’époque’ qui tourne et aux cycles de la vie. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps et identité,,"amour, souvenir, vie",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0303,,,Music,,1959,19.0,"Chanson classique de Bollywood : le temps transforme les êtres et les liens. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps et identité,,"amour, souvenir, vie",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0304,,,Music,,2003,20.0,"Carpe diem explicite : «ce moment peut ne pas être là demain». Une temporalité sacrée/rituelle organise le sens (éternité, destin, 'saison' biblique). Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,expérience du temps,temps et sacré,,"éternité, mémoire, vie",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0305,,,Music,,2015,20.0,"Métaphore du temps ‘enfant’ qui court et ne s’arrête pas. Réflexion explicite sur la fuite, l'irréversibilité ou la finitude. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,nature du temps,représentation du temps,,"fuite, souvenir, vie",tristesse,sérénité,fascination,"tristesse, sérénité, fascination",
PT-0306,,,Music,,1990,19.0,Imagerie de distances ‘un million d’années‑lumière’ pour parler d’éloignement. La dimension spatio‑temporelle (cosmique/voyage) sert de métaphore centrale pour la distance ou la relativité du vécu.,,temps cosmique,temps et espace,,"quantique, science, voyage",admiration,fascination,surprise,"admiration, fascination, surprise",
PT-0307,,,Music,,1995,19.0,"Bilan amoureux à travers les années : le changement et la permanence. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps et identité,,"amour, souvenir, vie",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0308,,,Music,,1988,19.0,"Nigerian pop : le temps a valeur — exhortation à ‘bien l’employer’. Symboles temporels (horloge, compte à rebours, saisons) structurent la chanson.",,représentation du temps,temps et identité,,"amour, souvenir, vie",nostalgie,confiance,sérénité,"nostalgie, confiance, sérénité",
PT-0309,,,Music,,2014,20.0,"«Le temps est un voleur» : métaphore filée de la fuite des années. Le temps est vécu subjectivement (souvenir/attente), déterminant l'identité et l'émotion.",,temps vécu,temps et identité,,"souvenir, mémoire, perte",nostalgie,tristesse,confiance,"nostalgie, tristesse, confiance",
PT-0310,,,Music,,2001,20.0,"Ballade méditative où le temps emporte tout : amours, traces et destins sont promis à l’effacement («portés par le vent»). Les images de poussière, de saisons et d’«années mortes» expriment l’impermanence et la mémoire fugace ; le vent devient vecteur du passage du temps.",,nature du temps,temps vécu,représentation du temps,"fuite, souvenir, personnification",nostalgie,tristesse,sérénité,"nostalgie, tristesse, sérénité",
PT-0311,Die bewegte Leere des Moment,Alicja Kwade,Art,"Installation: horloge de gare, pierre, acier, chaîne microphone, haut-parleur, moteur électrique",2015,20.0,"L'installation Die bewegte Leere des Moments (Le vide mouvementé du moment), initialement conçue pour l'atrium de la Kunsthalle Schirn à Francfort, comprend une horloge analogique et une pierre d'environ 30 cm de diamètre, chacune suspendue à une chaîne tournant autour de l'axe central de la salle cylindrique, entraînés par un moteur installé au centre du plafond de la rotonde. Faisant référence à l'orbite d'un système planétaire, l'horloge brillante avec son cadran double face et la grosse pierre brute créent une constellation qui fait écho à la relation universelle entre le matériel et l'immatériel. Le tic-tac monotone du mécanisme de l'horloge renforce acoustiquement l'infini du mouvement circulaire, démultiplié par les surfaces réfléchissantes des vitres recouverte d'un film miroir, faisant perdre à la rotonde ses limites spatiales et donnant naissance à une infinité d'univers parallèles.

https://alicjakwade.com",https://www.youtube.com/watch?v=B0Svdy6CCew,temps cosmique,temps et espace,,"éternité, illusion, comptage, horloge, mise en abime",fascination,tension,,"fascination, tension",1030 cm x 550 cm
PT-0312,Time No Longer,Anri Sala,Art,"Installation vidéo: images générées par ordinateur, son multicanal, lumières dynamiques ",2021,20.0,"Explorant les frontières entre le son et l'image, Anri Sala développe une recherche autour de la temporalité. L'installation vidéo Time No Longer montre un tourne-disque jouant une musique envoûtante, le Quatuor pour la fin du Temps (1941) d'Olivier Messiaen, dont Anri Sala n'a conservé pour l'essentiel que le solo de clarinette qui évoque les anges de l'Apocalypse, annonçant la fin des temps. Catapulté dans un nouvel espace-temps, dans l'apesanteur d'une station spatiale inoccupée reproduite en images de synthèse, le tourne-disque tourne sur son axe à la merci de forces cosmiques invisibles, jouant la composition par fragments, dans une série de phrases musicales hachées, tronquées, inachevées.
Ce décor, dépourvu de toute présence humaine ou de toute vie, suggère un avenir post-apocalyptique où l'homme n'est plus présent, où seul le fantôme de sa mémoire résonne à travers la mélodie d'une musique sans public. L'installation dystopique de Sala évoque les thèmes de la solitude et de la nature fragmentée de la mémoire et du temps. 

https://fr.wikipedia.org/wiki/Anri_Sala","https://www.google.com/search?q=anri+sala+Time+No+Longer&oq=anri+sala+Time+No+Longer&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRg7MgYIAhBFGDwyBggDEEUYPDIGCAQQRRg8MgYIBRAuGEDSAQg0Mjc4ajBqMagCALACAA&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:5a6eceb4,vid:lCX5R85uPjs,st:0",expérience du temps,temps et espace,,"voyage temporel, souvenir, monde parallèle, musique, éternité",fascination,nostalgie,,"fascination, nostalgie",13 minutes
PT-0313,kith and kin ,Archie Moore,Art,Installation  ,2024,20.0,"L'œuvre kith and kin, présentée au pavillon australien lors de la 60e Biennale de Venise et lauréate du Lion d'or, est une installation sous forme de mémorial. Un gigantesque arbre généalogique, dessiné à la main à la craie sur un tableau noir par l'artiste pendant plusieurs mois, retrace plus de 65 000 ans d'histoire des Premières Nations australiennes. Faisant le lien entre le personnel et le politique, l'artiste met particulièrement l'accent sur son histoire familiale, mais rend également hommage aux membres des communautés autochtones décédés en garde à vue en Australie. En représentant ces ancêtres communs aux côtés d'animaux, de plantes et de cours d'eau, il souligne nos responsabilités mutuelles et envers notre environnement. Il rend également visible la conception du temps des peuples autochtones tels que les Kamilaroi, pour qui le passé, le présent et l'avenir coexistent.

https://en.wikipedia.org/wiki/Archie_Moore_(artist)",https://theconversation.com/archie-moores-venice-triumph-the-sublime-kith-and-kin-is-simultaneously-somber-and-stirring-228275,représentation du temps,temps et identité,,"mémoire, politique, histoire, génération, personnification",fascination,nostalgie,,"fascination, nostalgie",
PT-0314,The Crossing,Bill Viola,Art,"Installation vidéo, double projection ",1996,19.0,"Dans ses oeuvres, Viola utilise les technologies audiovisuelles les plus avancées et le temps comme médium. Pour l'installation vidéo monumentale à double projection Crossing, il manipule le temps cinématographique, provoquant une expérience directe de phénomènes spirituels.  Filmée avec une caméra haute vitesse à 300 images par seconde, il atteint un niveau de détail bien supérieur à ce que l'œil nu peut percevoir. En post-production, la vitesse de lecture est ensuite ralentie à l'extrême. Sur chacun des écrans, une silhouette humaine, immobile, est submergée soit par le feu, soit par l'eau, selon la séquence. 
L'action, ralentie à l'extrême,  invite le spectateur à ressentir le temps, plutôt qu'à le mesurer, dans une expérience de contemplation méditative. 

https://www.billviola.com/",https://www.youtube.com/watch?v=YJj3EvaYX_Q,expérience du temps,temps et sacré,,"rêve, vie, mort, monde parallèle, cycle de vie",tension,fascination,,"tension, fascination",10 minutes et 57 secondes
PT-0315,Ancestors returning again / this time only as themselves,Black Quantum Futurism,Art,"Installation vidéo, son, images d'archives et objets trouvés",2021,20.0,"Black Quantum Futurism est un collectif artistique interdisciplinaire (écriture, musique, cinéma, arts visuels, récits communautaires) qui mêle la physique quantique aux concepts afro-diasporiques du temps, des rituels, des textes et des sons.
À travers leurs recherches, elles examinent le temps et la temporalité à différentes échelles et dimensions – personnelle, communautaire, mondiale et cosmique – dans le but de développer et de mettre en œuvre une nouvelle conscience spatio-temporelle. 
Dans l'installation conçue pour les espaces intérieurs de la Hatfield House à Philadelphie, les artistes utilisent des images d'archives et des objets trouvés pour mettre en lumière les membres d'une ancienne société secrète de scientifiques, de guérisseurs et d'écrivains noirs connue sous le nom de « The Temporal Disruptors », qui ont construit une capsule temporelle quantique

Autre exposition en lien avec la notion de temps: Bending the Arrow of Time into a Circle, 2025

https://www.blackquantumfuturism.com/","https://www.youtube.com/watch?v=rRFUxiEwPFg

https://www.pastpresentprojects.org/ancestors-returning-again",temps et identité,temps et espace,,"politique, mémoire, voyage temporel, histoire, pouvoir",tension,fascination,,"tension, fascination",
PT-0316,Les Archives du Cœur,Christian Boltanski,Art,Installation et archive,2008 – ,20.0,"Projet en cours depuis 2008, l'installation et archive, Les archives du cœur, invite les visiteurs à enregistrer leur rythme cardiaque, dans une cabine prévue à cet effet. Le fichier audio ainsi obtenu est ensuite ajouté à la collection en évolution constante de battement de cœurs, conservée sur l'île japonaise de Teshima. Les visiteurs peuvent y faire l’expérience de ces rythmes cardiaques collectés à travers le monde, dans une pièce tout en longueur, au travers d’une ampoule qui s'allume et s'éteint au son du battement. La salle d'écoute permet de rechercher et écouter des enregistrements à l'aide d'une base de données informatique. Chaque battement conservé, est un moment de vie, une trace individuelle mais aussi universelle du vivant, du temps biologique. 

https://fr.wikipedia.org/wiki/Christian_Boltanski",https://benesse-artsite.jp/en/art/boltanski.html,temps biologique,temps et sacré,,"mémoire, mort, vie, éternité, coeur",sérénité,nostalgie,,"sérénité, nostalgie",
PT-0317,The Clock,Christian Marclay,Art,Installation vidéo à canal unique,2010,20.0,"Véritable horloge cinématographique, The Clock est une installation vidéo de 24 heures composée de milliers d'extraits de films et d'émissions de télévision en couleur et en noir et blanc, de diverses périodes, faisant référence au temps.
Avec l'aide d'assistants chargés de rechercher des séquences, Marclay a passé trois ans à monter méticuleusement ce film afin de créer une fluidité entre les divers plans et une tension narrative.
Chaque extrait est synchronisé avec l'heure locale, de sorte que The Clock fait correspondre l'heure fictive affichée à l'écran avec l'heure réelle de chaque minute qui passe, à l'endroit où le film est projeté.
Cette œuvre est à la fois un tour de force cinématographique et une horloge fonctionnelle, réussissant à créer sa propre fiction, l'horloge jouant le rôle d'un memento mori, nous rappelant que nous approchons inexorablement de notre fin.

https://en.wikipedia.org/wiki/Christian_Marclay","https://www.moma.org/calendar/exhibitions/5746

https://www.youtube.com/watch?v=irtVNTFr4f4",expérience du temps,représentation du temps,,"voyage temporel, cinéma, horloge, mort, histoire",surprise,fascination,,"surprise, fascination",24 heures
PT-0318,Sometimes Still,Darren Almond,Art,Installation vidéo à six écrans,2010,20.0,"Le film suit un moine bouddhiste japonais pratiquant un rituel d'endurance mentale et physique, le Sennichi Kaihyôgô, un entraînement rigoureux et répétitif qui se déroule sur une période de sept ans autour du mont Hiei, près de Kyoto, dans le but d'atteindre l'illumination. Seuls 46 moines ont accompli ce rituel au cours des quatre siècles précédents. Au travers de cette oeuvre l’artiste nous invite à participer à une méditation sur le temps et la mémoire personnelle et historique.

Autres œuvres en lien avec le temps: les photographies de la série Fullmoon ont été prises à la lumière de la pleine lune, avec des temps d'exposition longs, de quinze minutes ou plus, ou encore l'oeuvre Noli Timere ou Perfect Time. 

https://fr.wikipedia.org/wiki/Darren_Almond",https://matthewmarks.com/exhibitions/darren-almond-sometimes-still-05-2010/lightbox/installation/1,temps vécu,temps et sacré,,"voyage temporel, mort, personnification, philosophie, rituel",facination,nostalgie,,"facination, nostalgie",
PT-0319,Present,David Claerbout,Art,Fichier informatique,2000,20.0,"En 2000, pour sa première œuvre numérique, intitulée Present : Download a Friendly Virus for Your Computer, Claerbout invite les visiteurs à choisir parmi trois fleurs à télécharger et à installer sur leur ordinateur. À première vue, il s'agit d'une image photographique statique, mais en réalité, ces fleurs vivent sur l'ordinateur du visiteur pendant environ une semaine, certains éléments de l'image changeant progressivement sous l'influence de divers facteurs tels que la lumière et le vent, passant par les différentes étapes de leur cycle de vie biologique. A la fin de leur cycle de vie, elles s'effacent d'elles-mêmes, laissant derrière elles une graine à envoyer à d'autres personnes. Comme il est impossible d'avancer ou de reculer dans le processus, on est obligé de la regarder évoluer en temps réel selon son cycle naturel. La transition imperceptible entre l'immobilité et le mouvement trouble notre perception, nous donnant à ressentir le temps au travers de cette expérience méditative du passage du temps.

Autres oeuvres explorant le temps: 
Olympia (The real time disintegration into ruins of the Berlin Olympic stadium over the course of a thousand years)

https://davidclaerbout.com/","https://davidclaerbout.com/Present-2000

https://www.youtube.com/watch?v=gTad4uUhK1o
2'04''",expérience du temps,temps biologique,,"mort, vie, science, nature, compte à rebours",tension,surprise,,"tension, surprise",
PT-0320,Leaving and Waving,Deanna Dikeman,Art,Ensemble de photographies,1991-2017,19.0,"Depuis 1991, Deanna Dikeman prend des photos de ses parents lorsqu'elle leur fait ses adieux et repart après leur avoir rendu visite chez eux à Sioux City, dans l'Iowa. Ce qui était au départ un simple moyen de surmonter la tristesse du départ est progressivement devenu un rituel, l'appareil photo marquant le passage du temps, saison après saison.
En 2009, une photo a été prise alors que son père n'était plus là, décédé à l'âge de 91 ans.
La dernière photo de la série qui aura duré 27 ans, montre l'allée vide après les funérailles de sa mère. Pour la première fois de sa vie, personne ne lui a fait signe en retour, l'objectif ayant perdu ses sujets.
Cette série de photographies devient un mémorial visuel, un hommage au temps partagé et perdu, un condensé du temps familial, qui résonne de manière universelle.

https://deannadikeman.com/",https://deannadikeman.com/leaving-and-waving,temps vécu,temps biologique,,"génération, mort, vie, amour, perte",surprise,sérénité,,"surprise, sérénité",
PT-0321,Dominique Gonzalez-Foerster. 1887-2058,Dominique Gonzalez-Foerster,Art,Exposition: Centre Pompidou,2016,20.0,"À la fois rétrospective et prospective, l'exposition présente une chronologie ouverte s'étendant de 1887 à 2058. Elle couvre plusieurs siècles et plusieurs climats, en prenant ses origines à la fin du XIXe siècle. Traversant plusieurs réalités biographiques ou dystopiques parallèles, elle superpose des mondes hétérogènes, peuplés d'apparitions cinématographiques, de récits littéraires et scientifiques,  à la manière d'un opéra dont le visiteur est partie prenante. Elle se termine en 2058 avec l'installation conçue pour la Turbine Hall de la Tate Modern, un abri dystopique, un refuge face au changement climatique. 
L'exploration du temps est un thème récurrent dans l'œuvre de l'artiste. Au-delà d'une compréhension linéaire, son approche du temps - qu’elle explore à travers des palimpsestes temporels, des espaces où le passé n'est pas figé mais revécu par le corps du visiteur -  nous permet de faire l'expérience de différentes temporalités simultanément, évoquant une appréhension du temps plus proche du concept messianique de Walter Benjamin, un temps plein, marqué par des ruptures, cyclique et rédempteur

https://fr.wikipedia.org/wiki/Dominique_Gonzalez-Foerster

",https://www.centrepompidou.fr/fr/programme/agenda/evenement/cLboMKK,manipulations du temps,expérience du temps,,"voyage temporel, monde parallèle, rêve, cinéma, histoire",fascination,surprise,,"fascination, surprise",
PT-0322,Palimpsest ,Doris Salcedo,Art,Installation  ,2013–17,20.0,"L'installation Palimpsest s'intéresse aux réfugiés et aux migrants qui ont péri en tentant de traverser la mer Méditerranée ou l'océan Atlantique. Le titre de l'œuvre est dérivé du mot grec ancien « palimpseste », qui désigne des pages de manuscrit réutilisées. Sur les dalles rectangulaires de pierre poreuse couleur sable qui recouvrent la salle d'exposition, les noms des victimes apparaissent en superposition sous la forme de gouttelettes d'eau qui s'agrègent pour former des lettres, avant de s'écouler dans un cycle lent et incessant d'inscription et d'effacement. Cette lenteur méditative plonge le spectateur dans le temps de la mémoire et du deuil : le temps ralentit et l'acte de se souvenir devient tangible. La nature répétitive de l'oeuvre, comme une respiration continue, fait référence au caractère cyclique des tragédies humaines.


https://fr.wikipedia.org/wiki/Doris_Salcedo","https://www.facebook.com/whitecubegalleries/videos/happy-birthday-doris-salcedo/2815893818552797/

https://www.lequotidiendelart.com/articles/24214-les-silences-de-doris-salcedo.html

",temps et identité,expérience du temps,,"mort, mémoire, vie, politique, personnification",tristesse,fascination,,"tristesse, fascination",
PT-0323,24 Hour Psycho,Douglas Gordon,Art,Installation vidéo,1993,19.0,"Le film 24 Hour Psycho de Gordon, est une version ralentie à l'extrême (2 images par seconde) du classique d'Alfred Hitchcock, Psychose. Le film dure 24 heures au lieu de 109 minutes. 
Don DeLillo en fera une description et analyse détaillée dans le roman Point Omega.  
L'allongement du film permet une déconstruction des plans filmés, livrant une œuvre sur la durée cinématographique pure, où le temps devient la structure et le centre de l'œuvre, remplaçant le suspense par la patience du public.

Pour ses oeuvres, Gordon recourt à divers médias, tel que le cinéma, le texte et la photographie. Les images trouvées sont souvent recontextualisées à l'aide de techniques de montage, afin d'explorer notre perception du temps et de la mémoire.

https://www.douglasgordonart.com/",https://www.youtube.com/watch?v=a31q2ZQcETw,expérience du temps,représentation du temps,,"voyage temporel, cinéma, attente, monde parallèle, mémoire",fascination,ennui,,"fascination, ennui",24 heures
PT-0324,Untitled (Perfect lovers),Felix Gonzales-Torres,Art,Sculpture: 2 horloges,1991,19.0,"Cette oeuvre se compose de deux horloges qui fonctionnent initialement de manière synchronisée. À l'instar de deux cœurs battant à l'unisson, lentement et de manière prévisible, les horloges se désynchronisent progressivement en raison de l'épuisement des piles et de la nature même du mécanisme. La date de création de cette œuvre correspond à la période pendant laquelle Ross Laycock, le compagnon de Félix González-Torres, était malade. Elle incarne la tension qui naît lorsque deux personnes vivent côte à côte alors que la vie se dirige vers sa destination ultime. Ce changement incarne visuellement le passage inexorable du temps, de l'amour et de la perte, touchant ainsi la sphère émotionnelle. Œuvre incontournable, elle est citée ou réinterprétée par de nombreux artistes.

https://fr.wikipedia.org/wiki/F%C3%A9lix_Gonz%C3%A1lez-Torres",https://www.felixgonzalez-torresfoundation.org/works/untitled-perfect-lovers2,temps et identité,temps biologique,,"mort, mémoire, amour, compte à rebourd, horloge",tristesse,nostalgie,,"tristesse, nostalgie",35.6 cm de diamètre chacune
